post,label
Do not click on suspicious link or download App which promises fake part /full time jobs.,spam
URGENT: Your SBI account will be suspended. Log in now at http://bit.ly/winner,spam
"Through continuous learning and growth, I will definitely apply the knowledge I gained today to my future investments",not_spam
"But it will be week off right, we need to come up with some process for this",not_spam
Act now! Flipkart Big Sale ends soon. Shop here: http://bit.ly/winner,spam
No power in Laptop,not_spam
"It's nice to think about, but when big institutions operate in the stock market, they usually have their picks in advance. There's no way retail investors can get that information",not_spam
Earn ₹880/day from home! No experience needed!,spam
Congratulations! You've won a ticket. Click here to claim: https://scamoffers.net,spam
Congratulations! You've won a passport. Click here to claim: https://fraud-link.com,spam
LAST Day of MAX Fashion Freedom SALE - Buy 1 Get 1 FREE on wide range! Rush to your nearest store or shop online NOW click: m.maxfsn.in/Nj4pbKc0 TnC,spam
All the best for your GATE exam tomorrow!,not_spam
This is called typical dull day ll lets see US data today,not_spam
Win a ticket worth ₹655! Take part in our contest: https://scamoffers.net,spam
"While receiving international call if an Indian number or no number is displayed on your phone, please inform the toll free number 1800110420/1963",spam
The situation in the Middle East always influences the fluctuations in oil prices,not_spam
"Entertainment Unlimited! Available at NO EXTRA COST with Vi Entertainment Plus 499 postpaid plan. All the latest movies & shows from Amazon Prime, Disney+ Hotstar Mobile, ZEE5, Voot Select, Lionsgate Play, Sun NXT, Hungama & much more! 75GB data with 200GB rollover + Unlimited calls. To upgrade your number to postpaid, click https://bit.ly/3ao9wH0",spam
It's showing Testing.,not_spam
"Yay, Reward unlocked! Enjoy a FREE small scoop on your next visit to Baskin Robbins! Hurry, this offer ends in 45 days! T&C Apply",spam
Get ready for Sunday with a brunch look that has been inspired by actress Nia Sharma bit.ly/PS_Sun Click bit.ly/SSPS_AB to book a Personal Shopper appointment,spam
Restarting pc,not_spam
Can you send the class notes from today’s lecture?,not_spam
Earn ₹958/day from home! No experience needed!,spam
Win a jacket worth ₹670! Take part in our contest: http://bit.ly/winner,spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Let’s catch up this weekend at CP?,not_spam
Thank you Keerthi . Wishes to you as well ??,not_spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
"Anjaam Pathiraa, Uriyadi, Bigil, Kakshi: Amminippilla, Manorama News, LaLiga football matches on MTV & more on Vi Movies & TV app!Click bit.ly/Vi-mv34",spam
Meeting with HR has been shifted to 3:00 PM. Please check.,not_spam
"Hi, congrats! Your Home Loan offer has arrived: EMIs from just Rs. 649/lakh | Up to Rs. 30L | Apply now | TnC apply bnkbzr.co/PINGxxkNLf",spam
Pre-approved for a ₹490 loan. Apply instantly!,spam
Today's closing is likely to be strong,not_spam
WhatÂs your issue,not_spam
Lowest rates on credit cards. No PAN required. Apply now!,spam
"Hey, are we still going to the chai spot near college today?",not_spam
Can you send the class notes from today’s lecture?,not_spam
Limited period offer: Get up to 68% cashback on Paytm.,spam
Your Swiggy order is on the way. Tracking ID: 4098961063.,not_spam
Finally ready to buy? The 3 strong stocks recommended earlier have not been allowed to be bought and have been waiting for your trading instructions,not_spam
Win a ticket worth ₹146! Take part in our contest: https://scamoffers.net,spam
I already asked Mr Arvind Singh earlier the professor will recommend stocks in the afternoon,not_spam
Reminder: Your LIC premium payment is due tomorrow at 3:00 PM.,not_spam
Firstly technical technical analysis is based on three main assumptions,not_spam
Lowest rates on insurance. No PAN required. Apply now!,spam
Final notice: Pay your subscription to avoid service disruption.,spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
"Don't miss your BEST Vi offers! Before recharging on any digital App (Vi App/PhonePe/Paytm/GPay/etc), do check 'Made For You/Recommended' section OR dial*121#",spam
URGENT: Your SBI account will be suspended. Log in now at http://promo.clicknow,spam
IÂm expecting you to join teams in next 5mins,not_spam
Limited period offer: Get up to 76% cashback on Paytm.,spam
Act now! Flipkart Big Sale ends soon. Shop here: http://promo.clicknow,spam
Pre-approved for a ₹170 loan. Apply instantly!,spam
All the best for your GATE exam tomorrow!,not_spam
"FREE ENTERTAINMENT ALERT! Watch Deepika Padukone's Gehraiyaan on Prime Video Mobile Edition. Claim 30 days trial,1 time offer. TnC Click u.airtel.in/PVME",spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
Pre-approved for a ₹259 loan. Apply instantly!,spam
Final notice: Pay your phone bill to avoid service disruption.,spam
"Hi team, I am having teams issue, it's not working",not_spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
"This Mother's Day, find a gift for your #FirstLove Click bit.ly/SS_MDAY shop at shoppersstop.com & Earn 10X reward points + Bonus Points bit.ly/BRP421 T&C",spam
"Don't miss out on FREE rewards on your next recharge. Download Airtel Thanks App to avail amazing rewards. To download, click i.airtel.in/DownloadÂ¿Thanks",spam
Let’s catch up this weekend at CP?,not_spam
URGENT: Your SBI account will be suspended. Log in now at http://bit.ly/winner,spam
"I just called and for 2 min it was ringing,",not_spam
Alert!50%: data is consumed. Get 5GB data topup at just Rs98 valid till your current pack. Click i.airtel.in/Get-Data,spam
Hi,not_spam
Team pls do complete mondatory courses... ASAP,not_spam
https,not_spam
Imtiaz facing issues ?,not_spam
Limited period offer: Get up to 12% cashback on Paytm.,spam
"Hey, are we still going to the chai spot near college today?",not_spam
Salarpuria arena building,not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
"Durga Puja Special Offer@SMART Point Store,BOGO Bikaji Gulab Jamun 1Kg,B2G1 Bingo Potato Chilli Chip 60g,Good Life Mix Dry Fruits 500g Rs 279, bit.ly/3cbREQe TC",spam
Exclusive deal on your mobile recharge. Visit http://bit.ly/winner now!,spam
Wanderlust calling! Seaside paradise or Mountain Get-aways Nature trails or Romantic rides Its time to immerse into ur dreamland Its time to WEAR YOUR HOLIDAY with Pantaloons Visit a Pantaloons store or shop online & get EaseMyTrip vouchers worth Rs3000 on shopping of Rs3000 Click tltx.in/rXHtl TC,spam
Pre-approved for a ₹740 loan. Apply instantly!,spam
"Alert! Your Unlimited pack is expiring on 25/11/21 Recharge with 1)299:4GB/D+UL,28D 2)449:4GB/D+UL,56D 3)699:4GB/D+UL,84D Click bit.ly/ViRC20",spam
Win a ticket worth ₹569! Take part in our contest: https://scamoffers.net,spam
Joined,not_spam
Act now! Flipkart Big Sale ends soon. Shop here: http://promo.clicknow,spam
Act now! Flipkart Big Sale ends soon. Shop here: https://fraud-link.com,spam
BIGGEST OFFERS@VISHAL 25-26Sep TataTea Rs140OFF Biscuits Buy2Get1 Tide5kg Rs115OFF Electric Kettle Rs499 SpinMop 549 + FREE GIFT on Rs1000,spam
"Hey, are we still going to the chai spot near college today?",not_spam
Lowest rates on credit cards. No PAN required. Apply now!,spam
Exclusive deal on your mobile recharge. Visit https://scamoffers.net now!,spam
All the best for your GATE exam tomorrow!,not_spam
Congratulations! Your Pantaloons Greencard membership has been activated - To know more about the Greencard program & associated T&C click s.cplry.com/MjAyODAxMzI3KzE - To verify your details & ensure correctness of information click s.cplry.com/MjAyODAxMzI4KzE,spam
Lowest rates on personal loans. No PAN required. Apply now!,spam
Exclusive deal on your mobile recharge. Visit http://promo.clicknow now!,spam
?image omitted,not_spam
Your Swiggy order is on the way. Tracking ID: 6663705625.,not_spam
Hi team please follow this book for switching and good thing about this book is you can practice the topologies in packet tracer,not_spam
Don't miss out on FREE Wynk access. Now listen to latest songs like Kesariya & set your favourite Hellotunes only on Wynk App. Click open.wynk.in/WynkAcqMar22,spam
Congratulations! You've won a jacket. Click here to claim: http://promo.clicknow,spam
Meeting with HR has been shifted to 3:00 PM. Please check.,not_spam
"Congratulations! Your recent recharge of Rs 98 offers you 30 DAYS access to Wynk Premium at no extra cost. Download Wynk Music App & enjoy ad free music, unlimited HelloTunes, unlimited downloads & more. Click here https://open.wynk.in/8lnDtNmmvqb",spam
Plz join without miss,not_spam
Ok np,not_spam
????,not_spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
"Welcome to Vi Tamil Nadu . Stay connected with Vi network while you roam. Enjoy free incoming calls on your Mobile number. Outgoing Calls & data will be charged as per your tariff. However if you are on an Unlimited pack, you also enjoy free outgoing calls as well as Data (as per quota), anywhere in India. Please enable Data Roaming to enjoy our superior Data experience. For free ROAMING PROFILE caller tunes, click bit.ly/ROAMi",spam
Exclusive deal on your mobile recharge. Visit https://scamoffers.net now!,spam
It says account is blocked,not_spam
Lowest rates on credit cards. No PAN required. Apply now!,spam
Your Swiggy order is on the way. Tracking ID: 7155306575.,not_spam
"Celebrate this Diwali with 75% off on salary withdrawals upto ?3,000. Hurry!! The offer expires on 13th Nov. Sign up now weurl.co/gi4nEW Team Refyne",spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
Let’s catch up this weekend at CP?,not_spam
Earn ₹663/day from home! No experience needed!,spam
YesÃ°ÂÂÂ,not_spam
Earn ₹849/day from home! No experience needed!,spam
Earn ₹957/day from home! No experience needed!,spam
Wish you A Happy New Year all. Have a peaceful year ahead????,not_spam
Ok,not_spam
Earn ₹489/day from home! No experience needed!,spam
"Don't miss the India Vs New Zealand T20 match Today. Watch it LIVE on Disney+ Hotstar, with your Vi prepaid! Recharge with 501 & get 1year Disney+ Hotstar mobile subscription + 3GB/day + Extra 16GB + Unlimited calls, 28 days. Click bit.ly/ViHotstar12",spam
Congratulations! You've won a ticket. Click here to claim: https://scamoffers.net,spam
Please help me review my investment portfolio,not_spam
URGENT: Your SBI account will be suspended. Log in now at https://scamoffers.net,spam
The person you were calling at 14:36 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
"What you said is the highest wisdom. It is the market that makes us make money. When the market is bad, most people will lose money.",not_spam
Final notice: Pay your phone bill to avoid service disruption.,spam
However given the current state of the US economy it's unlikely that inflation will naturally drop to 2%.,not_spam
Happy Pongal,not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
Can you send the class notes from today’s lecture?,not_spam
My phone actually dropped in the bucket,not_spam
"Hi Team, I'll be joining late today, came to hospital on emergency purpose",not_spam
"The above are the momentum stocks recommended by Professor Sohan Sharma. If you have already purchased them, please let me know the buying price so I can provide timely advice later on. If you haven't bought them yet, you can still consider making a purchase. If there are any further recommendations, I will notify everyone as soon as possible",not_spam
Earn ₹436/day from home! No experience needed!,spam
Let’s catch up this weekend at CP?,not_spam
"The assistant is very responsible,thank you",not_spam
Act now! Flipkart Big Sale ends soon. Shop here: https://fraud-link.com,spam
All the best for your GATE exam tomorrow!,not_spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
Act now! Flipkart Big Sale ends soon. Shop here: https://scamoffers.net,spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Reminder: Your LIC premium payment is due tomorrow at 10:30 AM.,not_spam
Act now! Flipkart Big Sale ends soon. Shop here: http://promo.clicknow,spam
Meeting with HR has been shifted to 3:00 PM. Please check.,not_spam
Hi Ranjith,not_spam
"My friends, youÃ¢ÂÂre all so professional, it feels like you know everything",not_spam
Restarting my laptop,not_spam
3GB DATA everyday! Recharge with Rs 901 & get 3GB/Day+48GB Extra Data+Unlimited Calls:84 Days. Also get 1Yr Disney+ Hotstar Mobile. Click bit.ly/ViHotstar12,spam
Can you send the class notes from today’s lecture?,not_spam
Reminder: Your LIC premium payment is due tomorrow at 2:15 PM.,not_spam
Meeting with HR has been shifted to 2:15 PM. Please check.,not_spam
Win a jacket worth ₹159! Take part in our contest: http://bit.ly/winner,spam
